state_name,state_abbreviation,statefip,year,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rate_violent_crime,rate_homicide,rate_robbery,rate_aggravated_assault,rate_property_crime,rate_burglary,rate_larceny,rate_motor_vehicle_theft
Alabama,AL,1,2008,4661900,21110,351,7346,11795,190416,50411,126539,13466,452.8197,7.529119,157.5752,253.0084,4084.515,1081.34,2714.323,288.8522
Alabama,AL,1,2009,4708708,21194,322,6265,13103,178007,48844,118072,11091,450.1022,6.838394,133.0514,278.2717,3780.379,1037.312,2507.524,235.5423
Alabama,AL,1,2010,4785401,18363,275,4864,11869,168828,42484,115564,10780,383.7296,5.746645,101.6425,248.0252,3527.98,887.7835,2414.928,225.2685
Alabama,AL,1,2011,4803689,20166,299,4906,13591,173192,51119,111411,10662,419.8024,6.224383,102.1298,282.9284,3605.396,1064.161,2319.28,221.9544
Alabama,AL,1,2012,4817528,21693,342,5020,15035,168878,47481,111523,9874,450.2932,7.099077,104.2028,312.0895,3505.491,985.5884,2314.942,204.9599
Alabama,AL,1,2013,4833996,20834,346,4645,13788,161835,42410,108862,10563,430.9892,7.15764,96.09027,285.2299,3347.851,877.328,2252.009,218.5149
Alabama,AL,1,2014,4846411,20727,276,4702,13744,154087,39723,104223,10141,427.6773,5.694936,97.02025,283.5913,3179.404,819.6375,2150.519,209.2476
Alabama,AL,1,2015,4853875,22957,348,4612,15960,144785,35265,99182,10338,472.9623,7.169529,95.01687,328.8094,2982.875,726.5329,2043.357,212.9845
Alabama,AL,1,2016,4860545,25878,407,4687,18869,143259,34045,97498,11716,532.4094,8.373547,96.42951,388.2075,2947.385,700.4359,2005.907,241.0429
Alabama,AL,1,2017,4875120,25469,419,4233,18816,143774,31270,99707,12797,522.4282,8.59466,86.82863,385.9597,2949.138,641.4201,2045.221,262.4961
Alabama,AL,1,2018,4887681,25567,383,4047,19105,138702,29101,96328,13273,523.0906,7.836027,82.8,390.8807,2837.788,595.3948,1970.832,271.5603
Alabama,AL,1,2019,4907965,24769,390,3922,18338,128726,24805,91225,12696,504.6695,7.946267,79.91092,373.6375,2622.798,505.403,1858.713,258.6815
Alabama,AL,1,2020,4921532,22322,471,2666,17577,105161,19660,74575,10926,453.558,9.57019,54.17012,357.1449,2136.753,399.4691,1515.28,222.004
Alabama,AL,1,2021,5049846,17590,476,1570,14175,74271,13584,50982,9705,348.3275,9.42603,31.09006,280.7016,1470.758,268.9983,1009.575,192.1841
Alabama,AL,1,2022,5074296,20759,552,1750,16953,88240,14408,63566,10266,409.1011,10.87836,34.48754,334.0956,1738.96,283.9409,1252.706,202.3138
Alaska,AK,2,2008,686293,4475,27,645,3356,20090,3237,15225,1628,652.0538,3.93418,93.98318,489.004,2927.321,471.6644,2218.44,237.2165
Alaska,AK,2,2009,698473,4424,22,654,3235,20538,3600,15251,1687,633.3817,3.149728,93.63283,463.1532,2940.414,515.41,2183.477,241.5269
Alaska,AK,2,2010,714146,4537,31,594,3379,20259,3105,15535,1619,635.3043,4.340849,83.17627,473.1526,2836.815,434.785,2175.325,226.7043
Alaska,AK,2,2011,723860,4416,30,576,3374,19094,2852,14854,1388,610.0627,4.144448,79.57339,466.1122,2637.803,393.9988,2052.054,191.7498
Alaska,AK,2,2012,730307,4412,30,630,3169,20037,2950,15565,1522,604.1295,4.107862,86.26509,433.9271,2743.641,403.9397,2131.295,208.4055
Alaska,AK,2,2013,737259,4709,34,623,3127,21211,2917,16599,1695,638.7172,4.611677,84.50219,424.1386,2877.008,395.6547,2251.448,229.9056
Alaska,AK,2,2014,737046,4684,41,629,3243,20334,3150,15445,1739,635.5099,5.562747,85.34067,439.9997,2758.851,427.3817,2095.527,235.9418
Alaska,AK,2,2015,737709,5391,59,761,3671,20806,3511,15249,2046,730.7759,7.997734,103.1572,497.6217,2820.353,475.9329,2067.075,277.3451
Alaska,AK,2,2016,741522,5966,52,850,4011,24876,4053,17766,3057,804.5614,7.012604,114.6291,540.9145,3354.722,546.5786,2395.883,412.2602
Alaska,AK,2,2017,739786,6338,62,952,4250,26203,4167,17782,4254,856.7343,8.380802,128.6859,574.4905,3541.97,563.271,2403.668,575.0311
Alaska,AK,2,2018,735139,6555,47,896,4400,24345,3985,16364,3996,891.6681,6.393349,121.8817,598.5262,3311.619,542.0743,2225.974,543.5707
Alaska,AK,2,2019,733603,6346,69,826,4349,21293,3558,15118,2617,865.0455,9.405632,112.595,592.8275,2902.524,485.0035,2060.788,356.7325
Alaska,AK,2,2020,731158,6126,49,712,4233,16528,2775,11784,1969,837.849,6.701698,97.37978,578.9446,2260.524,379.5349,1611.69,269.2988
Alaska,AK,2,2021,734182,5573,45,540,3820,13456,2312,9355,1789,759.0761,6.129271,73.55125,520.3069,1832.788,314.9083,1274.207,243.6725
Alaska,AK,2,2022,733583,5567,70,551,3963,13124,1973,9350,1801,758.878,9.542206,75.11079,540.2252,1789.027,268.9539,1274.566,245.5073
Arizona,AZ,4,2008,6500180,31567,462,9809,19096,266653,58606,169460,38587,485.6327,7.107495,150.9035,293.7765,4102.24,901.6058,2607.005,593.6297
Arizona,AZ,4,2009,6595778,28128,380,8199,17270,236721,54308,155976,26437,426.4546,5.761261,124.3068,261.8342,3588.978,823.3752,2364.785,400.817
Arizona,AZ,4,2010,6413158,26528,408,6953,16976,226802,50932,154137,21733,413.6496,6.36192,108.4177,264.7058,3536.51,794.1797,2403.449,338.8814
Arizona,AZ,4,2011,6467315,26789,397,7145,16748,229896,54695,155400,19801,414.2213,6.13856,110.4786,258.9637,3554.736,845.7142,2402.852,306.1703
Arizona,AZ,4,2012,6551149,28077,358,7383,18054,231701,52911,159808,18982,428.5813,5.46469,112.6978,275.5852,3536.799,807.6599,2439.389,289.7507
Arizona,AZ,4,2013,6634997,27576,355,6656,17391,223294,48292,158036,16966,415.6143,5.350417,100.3166,262.1101,3365.397,727.8376,2381.855,255.7047
Arizona,AZ,4,2014,6728783,26422,311,6225,16614,213406,43412,152683,17311,392.6713,4.621935,92.51302,246.9094,3171.539,645.1687,2269.103,257.2679
Arizona,AZ,4,2015,6817565,27968,306,6360,18193,207184,38010,152388,16786,410.2344,4.488406,93.28844,266.8548,3038.974,557.5305,2235.226,246.2169
Arizona,AZ,4,2016,6908642,32542,389,7045,21804,207317,38216,150618,18483,471.0332,5.630629,101.9737,315.6047,3000.836,553.1622,2180.139,267.5345
Arizona,AZ,4,2017,7048876,35647,422,7440,24163,204999,37722,148251,19026,505.7118,5.98677,105.5487,342.7922,2908.251,535.1492,2103.186,269.9154
Arizona,AZ,4,2018,7158024,34053,383,6509,23556,192730,31787,141789,19154,475.7318,5.350639,90.93291,329.0852,2692.503,444.0751,1980.84,267.5878
Arizona,AZ,4,2019,7291843,32603,397,6305,22251,177628,29170,130427,18031,447.1161,5.44444,86.46648,305.1492,2435.982,400.036,1788.67,247.2763
Arizona,AZ,4,2020,7421401,35980,513,6211,25993,165323,24488,122898,17937,484.8141,6.912441,83.6904,350.2438,2227.652,329.9647,1655.995,241.6929
Arizona,AZ,4,2021,7264877,30922,485,5269,21849,153641,20717,115305,17619,425.6369,6.675956,72.52704,300.7484,2114.846,285.1666,1587.157,242.523
Arizona,AZ,4,2022,7359197,31754,500,5160,22848,151421,19941,113508,17972,431.4873,6.794219,70.11635,310.4687,2057.575,270.9671,1542.396,244.2114
Arkansas,AR,5,2008,2855390,14649,165,2777,10244,110360,33912,69905,6543,513.0297,5.778545,97.25467,358.7601,3864.971,1187.649,2448.177,229.1456
Arkansas,AR,5,2009,2889450,14905,179,2576,10772,109078,34753,68228,6097,515.8421,6.194951,89.15192,372.8045,3775.044,1202.755,2361.28,211.009
Arkansas,AR,5,2010,2921588,14711,134,2369,10887,103820,32463,65796,5561,503.5275,4.586547,81.08604,372.6398,3553.547,1111.142,2252.063,190.3417
Arkansas,AR,5,2011,2938582,14173,160,2357,10426,110430,34016,70645,5769,482.3075,5.444803,80.20876,354.797,3757.935,1157.565,2404.051,196.3192
Arkansas,AR,5,2012,2949828,13851,174,2310,10134,109389,32673,70982,5734,469.5528,5.898649,78.30965,343.5454,3708.318,1107.624,2406.31,194.3842
Arkansas,AR,5,2013,2958765,13705,158,2261,9796,106477,30369,70430,5678,463.2,5.340066,76.41702,331.0841,3598.698,1026.408,2380.385,191.9044
Arkansas,AR,5,2014,2966835,14248,175,2037,10220,99452,24816,69001,5635,480.2424,5.898542,68.65903,344.4748,3352.125,836.4469,2325.744,189.933
Arkansas,AR,5,2015,2977853,15769,189,2117,11455,97391,22851,68720,5820,529.5426,6.346855,71.09148,384.6731,3270.511,767.3649,2307.703,195.4428
Arkansas,AR,5,2016,2988231,16563,217,2125,12007,98092,23814,67091,7187,554.2744,7.261821,71.1123,401.8096,3282.611,796.9263,2245.175,240.5102
Arkansas,AR,5,2017,3002997,16996,249,1998,12609,94419,22369,64795,7255,565.968,8.291717,66.53353,419.8806,3144.159,744.8892,2157.678,241.592
Arkansas,AR,5,2018,3009733,16904,222,1593,12748,89177,19520,62350,7307,561.6445,7.37607,52.92828,423.5592,2962.954,648.5625,2071.612,242.779
Arkansas,AR,5,2019,3020985,17547,237,1576,13314,86029,17706,60843,7480,580.837,7.845123,52.16842,440.7172,2847.714,586.1002,2014.012,247.6014
Arkansas,AR,5,2020,3030522,20363,321,1577,16239,79200,15854,55413,7933,671.9304,10.59223,52.03724,535.8483,2613.411,523.1442,1828.497,261.7701
Arkansas,AR,5,2021,3028122,21271,334,1282,17194,76580,14662,53436,8482,702.4486,11.02994,42.33647,567.8107,2528.96,484.1945,1764.658,280.1076
Arkansas,AR,5,2022,3045637,19654,312,1208,15819,74664,14204,52824,7636,645.3166,10.24416,39.6633,519.3987,2451.507,466.3721,1734.416,250.7193
California,CA,6,2008,36756666,185329,2142,69388,104896,1080996,237811,650656,192529,504.2051,5.827514,188.7766,285.3795,2940.952,646.9874,1770.171,523.7934
California,CA,6,2009,36961664,174934,1972,64093,100156,1009433,230198,615402,163833,473.285,5.335258,173.404,270.9727,2731.027,622.8021,1664.974,443.2512
California,CA,6,2010,37338198,164133,1809,58116,95877,981939,228857,600558,152524,439.5847,4.844904,155.6476,256.7799,2629.851,612.9299,1608.428,408.4932
California,CA,6,2011,37683933,154943,1792,54291,91195,973822,230075,596905,146842,411.1646,4.755342,144.0694,241.9997,2584.184,610.5387,1583.977,389.6674
California,CA,6,2012,37999878,160944,1884,56521,94702,1049465,245767,635090,168608,423.5382,4.957911,148.7399,249.2166,2761.759,646.7573,1671.295,443.7067
California,CA,6,2013,38431393,154739,1746,53640,89029,1018907,232058,621557,165292,402.637,4.543161,139.5734,231.657,2651.236,603.8241,1617.316,430.0963
California,CA,6,2014,38792291,153763,1700,48681,91804,947193,202669,592673,151851,396.3752,4.382314,125.4914,236.6553,2441.704,522.4466,1527.811,391.4463
California,CA,6,2015,38993940,166883,1861,52862,99349,1024914,197404,656517,170993,427.9716,4.772536,135.5647,254.7806,2628.393,506.2428,1683.639,438.5117
California,CA,6,2016,39296476,174796,1930,54789,104375,1002070,188304,637010,176756,444.8134,4.911382,139.4247,265.6091,2550.025,479.188,1621.036,449.8011
California,CA,6,2017,39399349,178597,1830,56625,105418,987063,176679,642019,168365,453.2994,4.644747,143.7206,267.5628,2505.277,448.4313,1629.517,427.3294
California,CA,6,2018,39461588,176604,1739,54328,105031,941644,164645,621779,155220,447.5339,4.406817,137.6731,266.1601,2386.229,417.2285,1575.656,393.3445
California,CA,6,2019,39437610,174341,1690,52306,105544,921177,152551,626865,141761,442.0679,4.28525,132.6297,267.6227,2335.783,386.816,1589.511,359.4564
California,CA,6,2020,39368078,174026,2203,44728,113646,842054,145529,528202,168323,442.0485,5.595904,113.6149,288.6755,2138.926,369.6624,1341.701,427.5621
California,CA,6,2021,39142991,188343,2346,44649,126709,847567,134873,534827,177867,481.1666,5.99341,114.0664,323.708,2165.31,344.5649,1366.342,454.4032
California,CA,6,2022,39029342,194935,2231,48192,129899,914517,145141,585181,184195,499.4576,5.716212,123.4763,332.8239,2343.153,371.8766,1499.336,471.9398
Colorado,CO,8,2008,4939456,17480,165,3404,11760,139340,28054,97937,13349,353.8851,3.340449,68.91447,238.0829,2820.958,567.9573,1982.749,270.2524
Colorado,CO,8,2009,5024748,17022,159,3371,11223,134196,26637,95079,12480,338.7632,3.164338,67.08794,223.3545,2670.701,530.1161,1892.214,248.3707
Colorado,CO,8,2010,5047692,16339,129,3164,10816,135001,26196,97534,11271,323.6925,2.555624,62.68211,214.2762,2674.51,518.9698,1932.249,223.2902
Colorado,CO,8,2011,5116302,16085,155,3299,10346,132781,25725,96054,11002,314.3872,3.029532,64.48016,202.2164,2595.253,502.8046,1877.411,215.0381
Colorado,CO,8,2012,5189458,15951,152,3392,10285,139355,26163,101091,12101,307.3731,2.929015,65.36328,198.1902,2685.348,504.1567,1948.007,233.1843
Colorado,CO,8,2013,5272086,16099,174,3136,9826,139974,25075,102375,12524,305.363,3.300401,59.4831,186.3778,2655.002,475.6182,1941.831,237.553
Colorado,CO,8,2014,5355588,16487,150,3037,10211,135789,23502,99688,12599,307.8467,2.800813,56.70713,190.6607,2535.464,438.8314,1861.383,235.2496
Colorado,CO,8,2015,5448819,17348,173,3315,10532,144044,23490,104532,16022,318.3809,3.175,60.83887,193.2896,2643.582,431.1026,1918.434,294.0454
Colorado,CO,8,2016,5530105,19030,189,3525,11681,152146,23825,108680,19641,344.1164,3.417657,63.74201,211.2256,2751.232,430.8236,1965.243,355.165
Colorado,CO,8,2017,5615902,20901,222,3868,12790,152032,22618,107470,21944,372.1753,3.95306,68.87585,227.7461,2707.17,402.7492,1913.673,390.7476
Colorado,CO,8,2018,5691287,22851,215,3781,14527,154292,21757,110518,22017,401.5085,3.777704,66.43488,255.2498,2711.021,382.2861,1941.881,386.8545
Colorado,CO,8,2019,5758486,22149,229,3716,14117,150564,20266,108575,21723,384.6324,3.97674,64.53085,245.1512,2614.646,351.9328,1885.478,377.2346
Colorado,CO,8,2020,5807719,24570,294,3964,16660,164582,23246,110884,30452,423.0576,5.062228,68.25399,286.8596,2833.849,400.2604,1909.252,524.3367
Colorado,CO,8,2021,5811297,27916,360,4328,18942,182850,24429,117067,41354,480.3747,6.19483,74.47563,325.9513,3146.458,420.3709,2014.473,711.614
Colorado,CO,8,2022,5839926,28759,375,4241,20443,183816,23077,114856,45883,492.4549,6.421314,72.62078,350.0558,3147.574,395.1591,1966.737,785.6777
Connecticut,CT,9,2008,3501252,10737,132,4043,5882,87210,15107,63212,8891,306.6617,3.77008,115.473,167.9971,2490.823,431.4742,1805.411,253.9377
Connecticut,CT,9,2009,3518288,10588,106,4001,5824,82625,15172,59992,7461,300.9418,3.012829,113.7201,165.535,2348.443,431.2325,1705.147,212.0634
Connecticut,CT,9,2010,3575498,10083,133,3553,5802,78259,15145,56413,6701,282.0027,3.719762,99.37077,162.2711,2188.758,423.5774,1577.766,187.4145
Connecticut,CT,9,2011,3586717,9889,129,3689,5382,77205,15468,55067,6670,275.7117,3.596604,102.8517,150.0536,2152.526,431.2579,1535.304,185.9639
Connecticut,CT,9,2012,3591765,10183,117,3709,5424,77169,14787,55904,6478,283.5096,3.257452,103.264,151.0121,2148.498,411.6917,1556.449,180.357
Connecticut,CT,9,2013,3599341,9439,91,3551,4906,71274,12934,52099,6241,262.2425,2.528241,98.65695,136.3027,1980.196,359.3436,1447.459,173.3929
Connecticut,CT,9,2014,3594762,8575,89,3172,4520,69326,12017,51195,6114,238.5415,2.475825,88.2395,125.7385,1928.528,334.292,1424.156,170.0808
Connecticut,CT,9,2015,3584730,7938,116,2925,4099,65610,10286,48898,6426,221.4393,3.235948,81.5961,114.3461,1830.263,286.9393,1364.064,179.2604
Connecticut,CT,9,2016,3587685,8169,79,2711,4588,64875,10107,47642,7126,227.6956,2.201977,75.56405,127.8819,1808.269,281.7137,1327.932,198.6239
Connecticut,CT,9,2017,3573880,8190,105,2813,4422,63646,8906,47418,7322,229.1627,2.937983,78.70998,123.7311,1780.866,249.1969,1326.793,204.8754
Connecticut,CT,9,2018,3571520,7485,86,2205,4321,59356,7983,44181,7192,209.5746,2.407938,61.73842,120.9849,1661.925,223.5183,1237.036,201.3708
Connecticut,CT,9,2019,3566022,6583,107,1942,3737,51076,6468,38616,5992,184.6035,3.000542,54.45844,104.7946,1432.296,181.3786,1082.887,168.0304
Connecticut,CT,9,2020,3557006,6459,140,2033,3692,55670,6656,40592,8422,181.5853,3.935894,57.15481,103.7952,1565.08,187.1237,1141.184,236.7722
Connecticut,CT,9,2021,3623355,6109,155,1968,3181,55018,5297,42073,7648,168.6006,4.277803,54.3143,87.79156,1518.427,146.1905,1161.161,211.0751
Connecticut,CT,9,2022,3626205,5441,136,1629,3020,54175,4716,42359,7100,150.0467,3.750477,44.923,83.28266,1493.986,130.0533,1168.136,195.797
Delaware,DE,10,2008,873092,6187,57,1847,3912,31385,6783,22045,2557,708.6309,6.528522,211.547,448.0627,3594.696,776.894,2524.934,292.8672
Delaware,DE,10,2009,885122,5713,41,1680,3597,29685,6943,20836,1906,645.4478,4.63213,189.8043,406.3846,3353.775,784.4116,2354.026,215.3375
Delaware,DE,10,2010,899792,5608,51,1839,3392,31078,7550,21593,1935,623.2551,5.667976,204.3806,376.976,3453.909,839.0828,2399.777,215.0497
Delaware,DE,10,2011,908137,5144,48,1558,3231,31163,7617,22001,1545,566.4344,5.285546,171.56,355.7833,3431.531,838.7501,2422.652,170.1285
Delaware,DE,10,2012,917053,5048,56,1498,3245,30707,7389,21880,1438,550.4589,6.106517,163.3493,353.8509,3348.443,805.7332,2385.904,156.8066
Delaware,DE,10,2013,925240,4633,41,1233,2960,29001,6299,21347,1355,500.735,4.431283,133.2627,319.917,3134.43,680.7963,2307.185,146.4485
Delaware,DE,10,2014,935968,4568,50,1271,2857,27915,5765,20885,1265,488.0509,5.342063,135.7952,305.2455,2982.474,615.9399,2231.38,135.1542
Delaware,DE,10,2015,944076,4760,62,1240,3097,25545,4797,19555,1193,504.1967,6.567268,131.3454,328.0456,2705.82,508.1159,2071.337,126.3669
Delaware,DE,10,2016,952698,4859,58,1359,3131,26370,5028,19812,1530,510.0252,6.087973,142.6475,328.6456,2767.928,527.7643,2079.568,160.5965
Delaware,DE,10,2017,957078,4377,51,1082,2893,23430,3960,18108,1362,457.3295,5.328719,113.0524,302.2742,2448.076,413.7594,1892.009,142.3082
Delaware,DE,10,2018,965479,4079,46,861,2838,22405,3154,17780,1471,422.4846,4.764474,89.17854,293.9474,2320.61,326.6772,1841.573,152.3596
Delaware,DE,10,2019,976668,4128,47,789,2963,21932,2984,17343,1605,422.6615,4.81228,80.78487,303.3784,2245.594,305.5286,1775.731,164.3342
Delaware,DE,10,2020,986809,4262,73,700,3228,19355,2508,15182,1665,431.8972,7.397582,70.93571,327.115,1961.372,254.1525,1538.494,168.7257
Delaware,DE,10,2021,1004807,4212,97,565,3227,18904,2394,14844,1666,419.185,9.653595,56.2297,321.1562,1881.356,238.2547,1477.299,165.803
Delaware,DE,10,2022,1018396,3906,49,580,3053,20002,2068,16204,1730,383.5443,4.811488,56.9523,299.7852,1964.069,203.0644,1591.13,169.875
Florida,FL,12,2008,18328340,126256,1168,36268,82848,758889,188472,506902,63515,688.8567,6.372645,197.8793,452.0213,4140.522,1028.309,2765.673,346.5398
Florida,FL,12,2009,18537969,113541,1017,30911,76112,712010,181884,479867,50259,612.4781,5.486038,166.7443,410.5736,3840.82,981.1431,2588.563,271.1138
Florida,FL,12,2010,18838613,101969,987,26086,69523,669035,169119,458454,41462,541.2766,5.239239,138.4709,369.0452,3551.403,897.7253,2433.587,220.0905
Florida,FL,12,2011,19082262,98198,984,25622,66319,671200,170171,461408,39621,514.6036,5.156621,134.2713,347.5427,3517.403,891.7758,2417.994,207.6326
Florida,FL,12,2012,19320749,94087,1009,23889,63929,632988,153563,442095,37330,486.9739,5.222365,123.6443,330.8826,3276.208,794.8087,2288.188,193.212
Florida,FL,12,2013,19600311,91993,972,23200,61054,607170,138915,433344,34911,469.3446,4.959105,118.3655,311.4951,3097.757,708.7388,2210.904,178.1145
Florida,FL,12,2014,19905569,91345,982,21621,61610,583774,121379,426197,36198,458.8917,4.933293,108.6178,309.5114,2932.717,609.7741,2141.094,181.8486
Florida,FL,12,2015,20244914,93625,1041,21137,63895,570270,109268,420341,40661,462.4618,5.142032,104.4065,315.6101,2816.856,539.7306,2076.28,200.8455
Florida,FL,12,2016,20656589,88700,1111,20175,59816,553812,100325,410352,43135,429.4029,5.378429,97.66859,289.5735,2681.043,485.6804,1986.543,208.8196
Florida,FL,12,2017,20976812,85606,1057,18597,58016,527125,88835,395375,42915,408.0982,5.038897,88.65504,276.5721,2512.894,423.4914,1884.819,204.583
Florida,FL,12,2018,21244317,81980,1107,16884,55551,486017,71933,372919,41165,385.8914,5.210805,79.47537,261.4864,2287.751,338.5988,1755.382,193.7695
Florida,FL,12,2019,21492056,81291,1122,16234,55472,460966,63338,358537,39091,378.2374,5.220533,75.53489,258.1047,2144.82,294.7042,1668.23,181.8858
Florida,FL,12,2020,21733312,83368,1290,13521,60871,384556,52293,293992,38271,383.5955,5.935589,62.21325,280.0816,1769.431,240.6122,1352.725,176.0937
Florida,FL,12,2021,21828069,73632,937,8432,57492,331252,32959,276677,21616,337.3271,4.292638,38.62916,263.3857,1517.551,150.9937,1267.529,99.02846
Florida,FL,12,2022,22244823,57587,1113,7477,42283,348403,38594,279116,30693,258.8782,5.003411,33.61232,190.0802,1566.221,173.4966,1254.746,137.9782
Georgia,GA,13,2008,9685744,47353,640,17808,26571,387917,100564,247709,39644,488.8938,6.607649,183.8578,274.331,4005.031,1038.268,2557.46,409.3026
Georgia,GA,13,2009,9829211,42073,566,14631,24553,360985,98606,229216,33163,428.0405,5.758346,148.8522,249.7962,3672.573,1003.193,2331.988,337.3923
Georgia,GA,13,2010,9712157,39068,555,12372,24034,353449,96947,226161,30341,402.2587,5.714488,127.3867,247.463,3639.243,998.2026,2328.638,312.4023
Georgia,GA,13,2011,9812460,36762,549,12266,21881,357235,96014,231543,29678,374.6461,5.594927,125.0043,222.992,3640.626,978.4906,2359.684,302.4522
Georgia,GA,13,2012,9915646,37675,583,12502,22447,339473,86992,223875,28606,379.9551,5.879597,126.0836,226.3796,3423.61,877.3206,2257.795,288.4936
Georgia,GA,13,2013,9994759,37519,563,12704,21361,339808,83459,229190,27159,375.3867,5.632952,127.1066,213.722,3399.862,835.0276,2293.102,271.7324
Georgia,GA,13,2014,10097132,38955,607,12786,22415,339146,78029,233359,27758,385.8026,6.011608,126.63,221.9937,3358.835,772.7838,2311.141,274.9098
Georgia,GA,13,2015,10199398,38891,622,12545,22467,316013,68149,220715,27149,381.3068,6.098399,122.9975,220.2777,3098.35,668.1669,2164,266.1824
Georgia,GA,13,2016,10313620,40268,682,12114,24091,307305,62715,218127,26463,390.4352,6.612615,117.4563,233.5843,2979.604,608.0794,2114.941,256.583
Georgia,GA,13,2017,10413055,37118,681,9844,23947,297651,55363,216252,26036,356.4564,6.539867,94.53518,229.9709,2858.441,531.6691,2076.739,250.0323
Georgia,GA,13,2018,10511131,35619,647,8499,23675,277803,46816,205631,25356,338.8693,6.155379,80.85714,225.2374,2642.941,445.3945,1956.317,241.23
Georgia,GA,13,2019,10628020,34666,605,7488,23568,294817,37476,234850,22491,326.1755,5.6925,70.45527,221.7534,2773.96,352.6151,2209.725,211.6199
Georgia,GA,13,2020,10710017,42850,943,7016,31471,214988,31139,158343,25506,400.0927,8.804841,65.50877,293.8464,2007.354,290.7465,1478.457,238.1509
Georgia,GA,13,2021,10788029,37741,851,4577,28718,172761,21980,130062,20719,349.8415,7.888373,42.42665,266.2025,1601.414,203.7444,1205.614,192.0555
Georgia,GA,13,2022,10912876,40048,893,4753,30425,184513,23772,138207,22534,366.9793,8.182994,43.55405,278.7991,1690.782,217.8344,1266.458,206.49
Hawaii,HI,15,2008,1288198,3510,26,1085,2036,45944,9404,31424,5116,272.4736,2.018323,84.22618,158.0502,3566.532,730.012,2439.376,397.1439
Hawaii,HI,15,2009,1295178,3550,23,1030,2112,47516,9244,33415,4857,274.0936,1.775818,79.52575,163.0664,3668.685,713.7243,2579.954,375.0064
Hawaii,HI,15,2010,1363359,3603,25,1065,2136,45667,8706,31681,5280,264.2737,1.833706,78.11589,156.6719,3349.595,638.5699,2323.746,387.2788
Hawaii,HI,15,2011,1378129,3465,20,994,2098,43874,8165,31240,4469,251.4278,1.451243,72.12678,152.2354,3183.592,592.4699,2266.842,324.2802
Hawaii,HI,15,2012,1390090,3378,21,1125,1953,43419,7653,31901,3865,243.0058,1.510694,80.93001,140.4945,3123.467,550.5399,2294.887,278.0396
Hawaii,HI,15,2013,1408987,3585,32,934,2111,45266,7777,32928,4561,254.4381,2.271135,66.28876,149.8239,3212.663,551.9568,2336.998,323.7077
Hawaii,HI,15,2014,1420257,3362,20,952,1842,46022,7470,33003,5549,236.7177,1.408196,67.03012,129.6948,3240.399,525.9611,2323.734,390.7039
Hawaii,HI,15,2015,1431603,4201,19,1085,1878,45389,6810,33140,5439,293.4473,1.327184,75.78917,131.1816,3170.502,475.6906,2314.888,379.9238
Hawaii,HI,15,2016,1428683,3452,35,985,1831,42353,5983,30871,5499,241.6211,2.449809,68.94462,128.16,2964.479,418.7773,2160.801,384.8999
Hawaii,HI,15,2017,1424203,3577,39,1077,1894,40392,5549,29574,5269,251.158,2.738374,75.62124,132.9867,2836.113,389.6214,2076.53,369.9613
Hawaii,HI,15,2018,1420593,3622,40,951,1922,41027,5709,29600,5718,254.9639,2.815726,66.94388,135.2956,2888.019,401.8744,2083.637,402.508
Hawaii,HI,15,2019,1415615,3745,37,1079,2004,40617,5534,29878,5205,264.5493,2.613705,76.22129,141.5639,2869.212,390.9255,2110.602,367.6847
Hawaii,HI,15,2020,1407006,3576,41,867,2099,33928,4630,23954,5344,254.1567,2.913989,61.6202,149.182,2411.361,329.0675,1702.48,379.8136
Hawaii,HI,15,2021,1447154,3965,23,888,2378,36660,4808,25555,6297,273.9861,1.589326,61.36182,164.3225,2533.248,332.2383,1765.88,435.1299
Hawaii,HI,15,2022,1440196,3739,30,952,2211,35065,3745,25459,5861,259.6174,2.08305,66.10211,153.5208,2434.738,260.0341,1767.745,406.9585
Idaho,ID,16,2008,1523816,3680,23,239,2839,31940,6748,23532,1660,241.499,1.509369,15.68431,186.3086,2096.054,442.8356,1544.281,108.937
Idaho,ID,16,2009,1545801,3805,24,254,2952,31220,6682,23066,1472,246.1507,1.552593,16.43161,190.9689,2019.665,432.2678,1492.171,95.22571
Idaho,ID,16,2010,1571102,3464,22,213,2696,31436,6513,23594,1329,220.4822,1.400291,13.55736,171.5993,2000.889,414.5498,1501.748,84.59031
Idaho,ID,16,2011,1583744,3202,35,188,2535,32875,6915,24629,1331,202.1791,2.209953,11.87061,160.0638,2075.777,436.6236,1555.112,84.04136
Idaho,ID,16,2012,1595590,3348,30,243,2580,31825,7240,23203,1382,209.8283,1.880182,15.22948,161.6957,1994.56,453.7506,1454.196,86.61373
Idaho,ID,16,2013,1612843,3471,29,220,2548,30230,6693,21999,1538,215.21,1.798067,13.64051,157.9819,1874.33,414.9815,1363.989,95.35956
Idaho,ID,16,2014,1634806,3439,32,203,2559,30440,6466,22297,1677,210.3614,1.957419,12.41738,156.5323,1861.995,395.5209,1363.893,102.581
Idaho,ID,16,2015,1652828,3593,32,191,2667,28912,6124,20916,1872,217.385,1.936076,11.55595,161.3598,1749.244,370.5165,1265.467,113.2604
Idaho,ID,16,2016,1680026,3876,49,213,2895,29357,6318,20962,2077,230.7107,2.916621,12.67838,172.3188,1747.413,376.0656,1247.719,123.629
