state_name,state_abbreviation,statefip,year,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rate_violent_crime,rate_homicide,rate_robbery,rate_aggravated_assault,rate_property_crime,rate_burglary,rate_larceny,rate_motor_vehicle_theft
Mississippi,MS,28,2011,2977457,8009,232,2496,4418,89809,30722,54179,4908,268.9879,7.791884,83.82993,148.3817,3016.299,1031.82,1819.64,164.8387
Mississippi,MS,28,2012,2986450,7769,213,2277,4460,83933,28084,51520,4329,260.1416,7.132214,76.24437,149.3412,2810.461,940.3807,1725.125,144.9547
Mississippi,MS,28,2013,2992206,8303,217,2413,4649,81548,24969,52192,4387,277.4876,7.252174,80.64285,155.3703,2725.347,834.468,1744.265,146.6142
Mississippi,MS,28,2014,2993443,8331,259,2405,4585,86887,23898,58515,4474,278.3083,8.652245,80.34227,153.1681,2902.577,798.3449,1954.772,149.46
Mississippi,MS,28,2015,2989390,8190,253,2312,4467,85785,25068,56446,4271,273.9689,8.463265,77.34019,149.4285,2869.649,838.5657,1888.211,142.872
Mississippi,MS,28,2016,2985415,8411,237,2433,4459,82521,23489,54725,4307,281.7364,7.938595,81.49621,149.3595,2764.138,786.7918,1833.078,144.2681
Mississippi,MS,28,2017,2989663,7661,190,2492,4321,82764,22449,55968,4347,256.2496,6.355231,83.35387,144.5313,2768.339,750.8873,1872.05,145.401
Mississippi,MS,28,2018,2981020,7929,214,1700,5419,71701,20355,46201,5145,265.9828,7.178751,57.02746,181.7834,2405.25,682.8199,1549.839,172.5919
Mississippi,MS,28,2019,2978227,7779,298,1620,4937,69727,18341,45665,5721,261.1957,10.00595,54.39478,165.7698,2341.225,615.8362,1533.295,192.0942
Mississippi,MS,28,2020,2966786,8638,315,1419,5756,62351,14488,41780,6083,291.1568,10.61755,47.82954,194.0147,2101.635,488.3399,1408.258,205.0367
Mississippi,MS,28,2021,2949586,7532,274,820,5236,54873,11851,37367,5655,255.3579,9.289439,27.80051,177.5164,1860.363,401.7852,1266.856,191.7218
Mississippi,MS,28,2022,2940057,7204,228,754,5232,51356,10296,35946,5114,245.0293,7.754951,25.64576,177.9557,1746.769,350.1973,1222.629,173.9422
Missouri,MO,29,2008,5911605,29701,456,7395,20238,216522,45763,150002,20757,502.4185,7.713641,125.0929,342.3436,3662.66,774.1214,2537.416,351.1229
Missouri,MO,29,2009,5987580,29513,387,7437,20083,201783,43591,140764,17428,492.9037,6.463379,124.2071,335.411,3370.026,728.0237,2350.933,291.0692
Missouri,MO,29,2010,5995715,27440,420,6185,19390,200858,44197,140526,16135,457.6602,7.005003,103.157,323.3976,3350.026,737.1431,2343.774,269.1089
Missouri,MO,29,2011,6008984,26888,366,6275,18778,199085,44875,138879,15331,447.4633,6.09088,104.427,312.4987,3313.123,746.7985,2311.189,255.1346
Missouri,MO,29,2012,6024522,27189,390,5782,19490,199813,42510,140971,16332,451.3055,6.473543,95.97442,323.5111,3316.661,705.6161,2339.953,271.092
Missouri,MO,29,2013,6044917,26216,369,5486,18056,189655,38797,134514,16344,433.6867,6.104302,90.75394,298.6972,3137.429,641.812,2225.241,270.3759
Missouri,MO,29,2014,6063827,26882,404,5592,18483,176436,35293,124769,16374,443.3174,6.662459,92.21899,304.8075,2909.648,582.0252,2057.595,270.0275
Missouri,MO,29,2015,6076204,30292,503,6383,20833,173788,34029,122749,17010,498.5349,8.278194,105.0491,342.8621,2860.141,560.0372,2020.159,279.9445
Missouri,MO,29,2016,6091176,31720,538,6576,22049,170661,31716,120649,18296,520.7533,8.832449,107.9594,361.9826,2801.774,520.6876,1980.718,300.3689
Missouri,MO,29,2017,6108612,32450,599,6362,22752,173380,30086,123356,19938,531.2172,9.805828,104.148,372.4578,2838.288,492.5178,2019.379,326.3917
Missouri,MO,29,2018,6121623,30696,599,5206,21956,162698,27345,115506,19847,501.4356,9.784986,85.04281,358.6631,2657.759,446.6953,1886.853,324.2114
Missouri,MO,29,2019,6140475,30680,576,4995,22090,163223,26617,115324,21282,499.6356,9.380382,81.3455,359.7442,2658.149,433.4681,1878.096,346.5856
Missouri,MO,29,2020,6151548,33385,723,4575,25426,155698,23300,108209,24189,542.7089,11.75314,74.37152,413.3268,2531.038,378.7664,1759.053,393.2181
Missouri,MO,29,2021,6169823,32348,630,3782,24470,144792,19255,101171,24366,524.2938,10.21099,61.29836,396.6078,2346.777,312.0835,1639.771,394.9222
Missouri,MO,29,2022,6177957,30149,624,3387,23115,144569,18276,96202,30091,488.0092,10.10043,54.82395,374.1528,2340.078,295.826,1557.181,487.0704
Montana,MT,30,2008,967440,3013,40,204,2411,26300,3689,20834,1777,311.4405,4.134624,21.08658,249.2144,2718.515,381.3156,2153.519,183.6806
Montana,MT,30,2009,974989,2798,32,228,2181,24826,3686,19528,1612,286.9776,3.282088,23.38488,223.6948,2546.285,378.0555,2002.894,165.3352
Montana,MT,30,2010,990958,2733,25,154,2222,25409,3692,20166,1551,275.7937,2.522811,15.54052,224.2275,2564.084,372.5688,2035,156.5152
Montana,MT,30,2011,997667,2755,29,171,2189,23885,3347,19089,1449,276.1443,2.906781,17.13999,219.4119,2394.085,335.4827,1913.364,145.2388
Montana,MT,30,2012,1005494,2803,29,202,2180,26102,3920,20484,1698,278.7684,2.884155,20.08963,216.8089,2595.938,389.8581,2037.208,168.8722
Montana,MT,30,2013,1014864,2924,23,217,2217,26195,4122,20192,1881,288.1174,2.266314,21.38218,218.4529,2581.134,406.1628,1989.626,185.345
Montana,MT,30,2014,1023252,3361,38,202,2563,25525,3639,19826,2060,328.4626,3.71365,19.74098,250.4759,2494.498,355.6309,1937.548,201.3189
Montana,MT,30,2015,1032073,3647,38,210,2827,27276,3887,20966,2423,353.3665,3.68191,20.3474,273.9147,2642.836,376.6206,2031.445,234.7702
Montana,MT,30,2016,1038656,3886,37,268,2983,28156,3966,21427,2763,374.1374,3.562296,25.80258,287.1981,2710.811,381.8396,2062.954,266.0168
Montana,MT,30,2017,1053090,3937,41,234,3023,27294,3623,21073,2598,373.8522,3.893304,22.22032,287.06,2591.801,344.0352,2001.063,246.7026
Montana,MT,30,2018,1060665,4040,37,270,3164,26787,3329,20641,2817,380.8931,3.488378,25.45573,298.3034,2525.491,313.8597,1946.043,265.5881
Montana,MT,30,2019,1070123,4472,32,209,3552,23929,2968,18547,2414,417.8959,2.99031,19.53047,331.9245,2236.098,277.3513,1733.165,225.5815
Montana,MT,30,2020,1080577,5077,54,279,4146,22917,2919,17322,2676,469.8416,4.99733,25.81954,383.6839,2120.811,270.1335,1603.032,247.6455
Montana,MT,30,2021,1106227,5197,36,289,4152,22449,2736,16674,3039,469.7951,3.254305,26.12484,375.3298,2029.33,247.3272,1507.286,274.7176
Montana,MT,30,2022,1122867,4693,50,262,3770,21543,2249,16795,2499,417.948,4.452887,23.33313,335.7477,1918.571,200.2909,1495.725,222.5553
Nebraska,NE,31,2008,1783432,5570,69,1297,3603,51350,8731,38394,4225,312.3192,3.868945,72.72495,202.0262,2879.28,489.5617,2152.815,236.9028
Nebraska,NE,31,2009,1796619,5199,41,1220,3321,49731,8726,37496,3509,289.3769,2.282064,67.90533,184.8472,2768.033,485.6901,2087.031,195.3113
Nebraska,NE,31,2010,1830141,5093,54,1020,3345,48827,8318,36896,3613,278.2846,2.950592,55.73341,182.7728,2667.937,454.5005,2016.02,197.4165
Nebraska,NE,31,2011,1842234,4672,68,993,2912,50894,8725,38060,4109,253.6051,3.691171,53.90195,158.069,2762.624,473.6098,2065.97,223.0444
Nebraska,NE,31,2012,1855350,4802,52,1128,2912,51203,8745,38301,4157,258.8191,2.802706,60.79715,156.9515,2759.749,471.3396,2064.354,224.0548
Nebraska,NE,31,2013,1868969,4949,56,1035,3011,49197,8945,35791,4461,264.7984,2.996304,55.37812,161.1049,2632.307,478.6061,1915.013,238.6877
Nebraska,NE,31,2014,1882980,5201,53,1044,3226,47526,7936,35063,4527,276.2111,2.814687,55.44403,171.3242,2523.978,421.4596,1862.102,240.4168
Nebraska,NE,31,2015,1893765,5167,62,994,3226,42597,6443,32148,4006,272.8427,3.273901,52.48803,170.3485,2249.329,340.2217,1697.571,211.5363
Nebraska,NE,31,2016,1907603,5661,49,946,3558,43197,6459,32009,4729,296.7599,2.568669,49.59103,186.5168,2264.465,338.5925,1677.97,247.9027
Nebraska,NE,31,2017,1917575,5979,42,1020,3726,43856,6513,32064,5279,311.8,2.190266,53.19218,194.3079,2287.055,339.6477,1672.112,275.2956
Nebraska,NE,31,2018,1925614,5583,44,736,3513,40193,5308,29987,4898,289.9335,2.284986,38.22158,182.4353,2087.282,275.6523,1557.27,254.3604
Nebraska,NE,31,2019,1932571,5887,45,795,3763,39553,4763,29817,4973,304.6201,2.328504,41.13691,194.7147,2046.652,246.4592,1542.867,257.3256
Nebraska,NE,31,2020,1937552,6473,69,799,4442,36991,4455,27488,5048,334.0814,3.561195,41.2376,229.2584,1909.162,229.9293,1418.697,260.5349
Nebraska,NE,31,2021,1963554,5831,57,623,3947,35709,3956,27150,4603,296.9615,2.9029,31.72818,201.0131,1818.59,201.4714,1382.697,234.4219
Nebraska,NE,31,2022,1967923,5565,62,572,3842,37171,3591,28168,5412,282.7855,3.15053,29.06618,195.2312,1888.844,182.4767,1431.357,275.0108
Nevada,NV,32,2008,2600167,18973,165,6486,11216,90006,24254,49814,15938,729.6839,6.345746,249.4455,431.3569,3461.547,932.7863,1915.8,612.9606
Nevada,NV,32,2009,2643085,18639,156,6028,11431,80976,22115,46463,12398,705.1987,5.902194,228.0668,432.487,3063.693,836.7117,1757.908,469.0731
Nevada,NV,32,2010,2704283,17929,158,5298,11508,75004,22286,42533,10185,662.9854,5.842584,195.9115,425.5472,2773.526,824.1002,1572.801,376.6248
Nevada,NV,32,2011,2720028,15452,139,4308,10092,70075,20342,40156,9577,568.0824,5.110241,158.3807,371.0256,2576.26,747.8599,1476.308,352.0919
Nevada,NV,32,2012,2754354,16763,124,4918,10790,77510,22120,45372,10018,608.6,4.501963,178.5537,391.7434,2814.09,803.0921,1647.283,363.7151
Nevada,NV,32,2013,2791494,16888,163,5183,10060,79177,23047,46132,9998,604.9807,5.839167,185.6712,360.3805,2836.366,825.6152,1652.592,358.1595
Nevada,NV,32,2014,2838281,18043,170,5954,10562,74574,21924,42466,10184,635.7017,5.989541,209.7749,372.1266,2627.435,772.4394,1496.187,358.8087
Nevada,NV,32,2015,2883758,20118,178,6287,11965,77137,22360,43426,11351,697.6313,6.172501,218.0141,414.91,2674.878,775.3771,1505.882,393.6183
Nevada,NV,32,2016,2939254,19924,228,6338,11629,75922,18816,43949,13157,677.8591,7.757071,215.6329,395.6446,2583.036,640.1624,1495.243,447.6306
Nevada,NV,32,2017,2972405,16663,266,4841,9660,78320,20049,45459,12812,560.5898,8.948982,162.8647,324.9893,2634.903,674.5043,1529.368,431.0314
Nevada,NV,32,2018,3027341,16715,202,3862,10322,73998,17741,44341,11916,552.1347,6.672522,127.5707,340.9593,2444.323,586.0258,1464.685,393.6127
Nevada,NV,32,2019,3090771,15334,144,3289,9746,72028,15630,45127,11271,496.1222,4.659032,106.4136,315.3259,2330.422,505.6991,1460.056,364.6663
Nevada,NV,32,2020,3138259,14445,180,2785,9629,60462,11574,38332,10556,460.287,5.735664,88.74347,306.8262,1926.61,368.8032,1221.442,336.3648
Nevada,NV,32,2021,3146402,13592,239,2364,9065,70236,12783,43850,13603,431.9855,7.595978,75.13344,288.1069,2232.264,406.2736,1393.655,432.3351
Nevada,NV,32,2022,3177772,14427,216,2735,9605,75635,13859,46188,15588,453.9973,6.797215,86.06659,302.2558,2380.127,436.1232,1453.471,490.5323
New Hampshire,NH,33,2008,1315809,2054,14,421,1234,28387,4266,22714,1407,156.1017,1.063984,31.99553,93.78261,2157.38,324.2112,1726.238,106.9304
New Hampshire,NH,33,2009,1324575,2125,11,454,1261,28790,4915,22748,1127,160.4288,.8304551,34.27515,95.20035,2173.527,371.0624,1717.381,85.08389
New Hampshire,NH,33,2010,1316807,2204,13,450,1330,29230,5444,22789,997,167.3746,.9872366,34.17357,101.0019,2219.763,413.4243,1730.626,75.71345
New Hampshire,NH,33,2011,1317807,2864,16,509,1758,32756,6244,25398,1114,217.3308,1.214138,38.62477,133.4034,2485.645,473.8175,1927.293,84.53438
New Hampshire,NH,33,2012,1321617,2841,15,471,1869,32074,5988,25024,1062,214.9639,1.134973,35.63816,141.4177,2426.875,453.0813,1893.438,80.35611
New Hampshire,NH,33,2013,1322616,2952,21,645,1708,30409,5283,24188,938,223.194,1.587762,48.76699,129.138,2299.156,399.4357,1828.8,70.92006
New Hampshire,NH,33,2014,1327996,2625,16,544,1469,26098,4191,21051,856,197.6663,1.204823,40.96398,110.6178,1965.217,315.5883,1585.17,64.45802
New Hampshire,NH,33,2015,1330111,2692,15,475,1558,23453,3482,19076,895,202.3891,1.127725,35.7113,117.1331,1763.236,261.7827,1434.166,67.28762
New Hampshire,NH,33,2016,1335015,2668,19,431,1609,20323,2989,16454,880,199.8479,1.423205,32.28428,120.523,1522.305,223.8926,1232.495,65.91686
New Hampshire,NH,33,2017,1349767,2642,13,441,1569,18550,2554,15087,909,195.7375,.9631292,32.67231,116.2423,1374.311,189.2178,1117.748,67.34496
New Hampshire,NH,33,2018,1353465,2404,21,342,1463,17201,1908,14396,897,177.6182,1.551573,25.26848,108.0929,1270.886,140.9715,1063.64,66.27434
New Hampshire,NH,33,2019,1360783,2152,33,327,1186,16552,1783,13826,943,158.1442,2.425074,24.03028,87.1557,1216.359,131.0275,1016.033,69.29834
New Hampshire,NH,33,2020,1366275,2000,12,280,1166,15014,1412,12558,1044,146.3834,.8783005,20.49368,85.34153,1098.9,103.3467,919.1415,76.41214
New Hampshire,NH,33,2021,1387505,1800,13,192,895,14396,1023,12382,991,129.7293,.9369336,13.83779,64.50427,1037.546,73.72946,892.3932,71.42316
New Hampshire,NH,33,2022,1395231,1752,25,224,950,14105,1025,12152,928,125.5706,1.791818,16.05469,68.08908,1010.944,73.46454,870.9669,66.51228
New Jersey,NJ,34,2008,8682661,28351,376,12701,14152,199127,40402,138545,20180,326.5243,4.33047,146.28,162.9915,2293.387,465.3182,1595.651,232.4172
New Jersey,NJ,34,2009,8707739,27113,319,11639,14114,180752,36945,128303,15504,311.3667,3.663408,133.6627,162.0857,2075.763,424.2778,1473.436,178.0485
New Jersey,NJ,34,2010,8799593,27055,371,11818,13885,183042,38732,128754,15556,307.4574,4.216104,134.3017,157.7914,2080.119,440.1567,1463.181,176.7809
New Jersey,NJ,34,2011,8834773,27203,380,12209,13608,189719,43238,129066,17415,307.9083,4.301186,138.1926,154.0277,2147.412,489.407,1460.886,197.1188
New Jersey,NJ,34,2012,8867749,25727,388,11385,12919,181481,42338,122662,16481,290.1187,4.375406,128.3866,145.6852,2046.528,477.438,1383.237,185.8533
New Jersey,NJ,34,2013,8911502,25748,404,12084,12071,167634,35883,118005,13746,288.93,4.533467,135.6,135.4542,1881.097,402.6594,1324.188,154.2501
New Jersey,NJ,34,2014,8938844,23319,352,10499,11188,154945,31707,111534,11704,260.8727,3.937869,117.4537,125.1616,1733.39,354.7103,1247.745,130.9342
New Jersey,NJ,34,2015,8935421,22879,363,9729,11414,145701,27960,105963,11778,256.0484,4.062483,108.8813,127.7388,1630.6,312.912,1185.876,131.8125
New Jersey,NJ,34,2016,8978416,21861,378,8940,11089,138012,25229,101459,11324,243.4839,4.210097,99.57213,123.5073,1537.153,280.9961,1130.032,126.1247
New Jersey,NJ,34,2017,8888543,20604,324,7895,10880,140086,23891,104025,12170,231.804,3.645142,88.8222,122.4048,1576.029,268.7842,1170.327,136.9178
New Jersey,NJ,34,2018,8886025,18536,285,6364,10463,125155,19232,94886,11037,208.5972,3.207283,71.61807,117.7467,1408.448,216.4297,1067.812,124.2063
New Jersey,NJ,34,2019,8891258,18382,263,5730,10852,118637,16399,91902,10336,206.7424,2.957962,64.44532,122.0525,1334.311,184.4396,1033.622,116.249
New Jersey,NJ,34,2020,8882371,17353,329,4384,11363,102875,12983,79614,10278,195.3645,3.703966,49.35619,127.9276,1158.193,146.1659,896.3148,115.7123
New Jersey,NJ,34,2021,9267961,17003,381,4049,11056,102821,11529,79052,12240,183.46,4.110937,43.68814,119.2927,1109.424,124.3963,852.96,132.0679
New Jersey,NJ,34,2022,9261699,18794,286,4410,12541,131209,13708,102718,14783,202.9217,3.087986,47.61545,135.4071,1416.684,148.0074,1109.062,159.6143
New Mexico,NM,35,2008,1984356,12967,161,2151,9537,75718,20706,46995,8017,653.4614,8.113463,108.3979,480.6093,3815.747,1043.462,2368.275,404.0102
New Mexico,NM,35,2009,2009671,12709,198,1932,9510,74639,21955,46182,6502,632.3921,9.852359,96.13514,473.2118,3713.991,1092.467,2297.988,323.5356
New Mexico,NM,35,2010,2065913,12147,140,1616,9432,70776,21023,44503,5250,587.9725,6.776665,78.22208,456.5536,3425.895,1017.613,2154.156,254.1249
New Mexico,NM,35,2011,2078674,11904,158,1720,9170,73549,21419,46730,5400,572.6728,7.600999,82.74506,441.1466,3538.265,1030.417,2248.068,259.781
New Mexico,NM,35,2012,2083540,11660,116,1847,8740,75094,21384,48247,5463,559.6245,5.567448,88.64721,419.4784,3604.155,1026.33,2315.626,262.198
New Mexico,NM,35,2013,2086895,12990,123,1832,9470,78958,21828,51146,5984,622.4559,5.893924,87.78592,453.7842,3783.516,1045.956,2450.818,286.7418
New Mexico,NM,35,2014,2085567,12465,101,2086,8797,73877,18505,49082,6290,597.6792,4.842808,100.0208,421.8038,3542.298,887.2887,2353.413,301.5966
New Mexico,NM,35,2015,2080328,13672,117,2485,9407,77212,17084,51485,8643,657.204,5.624113,119.4523,452.1883,3711.53,821.2167,2474.85,415.4633
New Mexico,NM,35,2016,2085432,14585,139,2737,10182,81930,17280,52907,11743,699.3755,6.665286,131.2438,488.2442,3928.682,828.6053,2536.98,563.0967
New Mexico,NM,35,2017,2093395,16300,144,3732,11180,81865,17872,52284,11709,778.6395,6.878778,178.275,534.0607,3910.633,853.7328,2497.57,559.3306
New Mexico,NM,35,2018,2092741,17637,153,2646,13536,70722,16102,44592,10028,842.7703,7.310986,126.437,646.8073,3379.396,769.4215,2130.794,479.1802
New Mexico,NM,35,2019,2099634,17302,185,2477,13285,66744,14640,42749,9355,824.0484,8.811059,117.9729,632.7293,3178.84,697.2644,2036.021,445.5538
New Mexico,NM,35,2020,2106319,16393,164,2086,12973,59859,13665,37188,9006,778.2772,7.786095,99.03533,615.9086,2841.877,648.7621,1765.545,427.5706
New Mexico,NM,35,2021,2116677,17374,273,2513,13180,58682,12853,35661,10168,820.8149,12.89757,118.7238,622.6741,2772.365,607.2254,1684.763,480.3756
New Mexico,NM,35,2022,2113344,16494,253,2338,12750,63063,12764,38851,11448,780.4692,11.97155,110.6304,603.3093,2984.039,603.9717,1838.366,541.7007
New York,NY,36,2008,19490297,77546,836,31787,42125,388599,65544,297962,25093,397.8698,4.289314,163.0914,216.1332,1993.807,336.2904,1528.771,128.7461
New York,NY,36,2009,19541453,75110,781,28141,43606,377537,62769,292897,21871,384.3624,3.996632,144.0067,223.1461,1931.98,321.2095,1498.85,111.9211
New York,NY,36,2010,19395206,76492,868,28630,44197,379710,65839,293232,20639,394.3861,4.475333,147.6138,227.8759,1957.752,339.4602,1511.879,106.4129
New York,NY,36,2011,19501616,77463,769,28405,45538,371837,65227,287361,19249,397.2132,3.943263,145.6546,233.5089,1906.698,334.4697,1473.524,98.70464
New York,NY,36,2012,19576125,79535,683,28633,47382,375268,64389,293562,17317,406.2857,3.488944,146.2649,242.0397,1916.968,328.916,1499.592,88.45979
New York,NY,36,2013,19695680,77563,644,27241,46130,358603,56444,286676,15483,393.8072,3.269753,138.3095,234.2138,1820.719,286.5806,1455.527,78.61115
New York,NY,36,2014,19748858,75972,616,24036,45295,339113,50738,272624,15751,384.6906,3.119168,121.7083,229.355,1717.127,256.9161,1380.454,79.75651
New York,NY,36,2015,19747183,75126,613,23879,44493,317225,44117,257837,15271,380.4391,3.10424,120.9236,225.3132,1606.432,223.4091,1305.69,77.33255
New York,NY,36,2016,19836286,74315,629,22310,45095,305224,39850,250990,14384,374.6417,3.170957,112.4706,227.3359,1538.715,200.8945,1265.307,72.51357
New York,NY,36,2017,19590719,70746,550,20122,43777,293390,34928,245093,13369,361.12,2.807452,102.7119,223.4579,1497.597,178.2885,1251.067,68.2415
New York,NY,36,2018,19530351,68512,562,18191,43182,281543,31158,237243,13142,350.7976,2.877573,93.1422,221.102,1441.567,159.5363,1214.74,67.29014
New York,NY,36,2019,19463131,70260,565,18165,44888,269787,28065,228672,13050,360.9902,2.902925,93.33031,230.6309,1386.144,144.1957,1174.898,67.04985
New York,NY,36,2020,19336776,70339,808,17525,46538,272788,32003,221129,19656,363.7576,4.178566,90.63042,240.6709,1410.721,165.5033,1143.567,101.6509
New York,NY,36,2021,19857492,61227,871,18000,37436,208058,29702,156745,21611,308.332,4.386254,90.64589,188.5233,1047.756,149.5758,789.3494,108.8305
New York,NY,36,2022,19677151,84469,783,22040,55841,338757,31976,279810,26971,429.2745,3.979235,112.0081,283.786,1721.575,162.5032,1422.005,137.0676
North Carolina,NC,37,2008,9222414,43125,599,14323,25907,372763,111556,234480,26727,467.6107,6.495046,155.3064,280.9134,4041.924,1209.618,2542.501,289.8048
North Carolina,NC,37,2009,9380884,37946,489,11825,23326,343707,107830,215923,19954,404.5034,5.212729,126.0542,248.6546,3663.908,1149.465,2301.734,212.7092
North Carolina,NC,37,2010,9560234,34679,474,9620,22583,329202,102826,208057,18319,362.7422,4.958038,100.6252,236.2181,3443.451,1075.559,2176.275,191.6167
North Carolina,NC,37,2011,9651103,33421,498,9448,21516,337806,105534,215453,16819,346.292,5.160032,97.89555,222.9382,3500.18,1093.492,2232.418,174.2702
North Carolina,NC,37,2012,9748364,34464,479,9392,22609,328594,99323,213151,16120,353.5363,4.913645,96.34437,231.9261,3370.76,1018.868,2186.531,165.3611
North Carolina,NC,37,2013,9848917,33587,463,9275,21325,305631,90182,201043,14406,341.0223,4.701025,94.17279,216.5213,3103.194,915.654,2041.27,146.2699
North Carolina,NC,37,2014,9940387,32718,498,8411,21377,285498,79266,192609,13623,329.1421,5.009865,84.61441,215.052,2872.102,797.4136,1937.641,137.047
North Carolina,NC,37,2015,10035186,34734,517,8821,22805,275915,74760,187732,13423,346.1221,5.151873,87.90071,227.2504,2749.476,744.9787,1870.738,133.7594
North Carolina,NC,37,2016,10156689,37767,678,9336,24906,277765,72082,190377,15306,371.8436,6.675404,91.91972,245.2177,2734.799,709.6998,1874.4,150.6987
North Carolina,NC,37,2017,10270800,38043,622,9884,25593,265483,65247,184119,16117,370.3996,6.056004,96.23399,249.1821,2584.833,635.267,1792.645,156.9206
North Carolina,NC,37,2018,10381615,36980,574,7573,26200,243323,57450,169376,16497,356.2066,5.529005,72.94626,252.3692,2343.788,553.3821,1631.5,158.9059
North Carolina,NC,37,2019,10501384,39773,653,7700,28056,251135,54033,178332,18770,378.7405,6.218228,73.32367,267.1648,2391.447,514.5322,1698.176,178.7383
North Carolina,NC,37,2020,10600823,44451,852,7340,33337,236026,49952,165554,20520,419.3165,8.037112,69.23991,314.4756,2226.488,471.2087,1561.709,193.5699
North Carolina,NC,37,2021,10565885,44328,995,5970,34068,220527,42437,158194,19896,419.5389,9.4171,56.5026,322.434,2087.161,401.6417,1497.215,188.3042
North Carolina,NC,37,2022,10698973,43344,862,5875,33340,220841,39668,159845,21328,405.123,8.056849,54.91181,311.6187,2064.133,370.7646,1494.022,199.3462
North Dakota,ND,38,2008,641481,1441,11,73,1026,13029,2336,9782,911,224.6364,1.714782,11.37992,159.9424,2031.081,364.1573,1524.909,142.0151
North Dakota,ND,38,2009,646844,1723,12,107,1308,12813,2426,9474,913,266.3702,1.855161,16.54185,202.2126,1980.849,375.0518,1464.65,141.1469
North Dakota,ND,38,2010,674629,1548,10,90,1203,12010,2000,9137,873,229.4595,1.482296,13.34067,178.3202,1780.238,296.4592,1354.374,129.4045
North Dakota,ND,38,2011,684740,1699,24,91,1318,13334,2458,9891,985,248.1234,3.50498,13.28972,192.4818,1947.308,358.9684,1444.49,143.8502
North Dakota,ND,38,2012,701345,1723,25,127,1292,14297,2429,10687,1181,245.6708,3.564579,18.10806,184.2175,2038.512,346.3345,1523.786,168.3907
North Dakota,ND,38,2013,723857,1979,16,161,1447,15356,2979,10942,1435,273.3965,2.210381,22.24196,199.9014,2121.414,411.5454,1511.625,198.2436
North Dakota,ND,38,2014,740040,2001,23,175,1421,15857,2751,11559,1547,270.3908,3.10794,23.64737,192.0166,2142.722,371.7367,1561.943,209.0428
North Dakota,ND,38,2015,756835,1949,21,159,1378,17716,3296,12686,1734,257.5198,2.774713,21.00854,182.074,2340.801,435.4978,1676.191,229.112
North Dakota,ND,38,2016,755548,1905,16,181,1352,17451,3248,12249,1954,252.1349,2.117668,23.95612,178.943,2309.714,429.8867,1621.207,258.6202
